Stock,Pick_Date,Price_At_Pick,Evaluation_Date,Price_At_Evaluation,Forward_Return_%,Pct_Above_50MA_At_Pick,Volume_Surge_Ratio,Avg_Daily_Turnover_Cr,Liquidity_Tier,ATR_14,Stop_Loss_Price,Stop_Loss_%,Suggested_Shares,Capital_Allocated_Rs,Scan_Date
GPIL,2026-04-15,303.35,2026-07-03,254.5,-16.1,9.8,1.66,80.93,Strong,11.84,279.68,7.8,211,64006.85,2026-04-14
RBLBANK,2026-04-17,315.55,2026-07-03,361.1,14.44,2.0,1.33,156.71,Strong,10.51,294.53,6.66,237,74785.35,2026-04-17
KARURVYSYA,2026-04-17,277.55,2026-07-03,291.8,5.13,-7.5,1.34,120.69,Strong,13.79,249.98,9.93,181,50236.55,2026-04-17
EICHERMOT,2026-04-17,7189.5,2026-07-03,7339.5,2.09,-1.8,1.38,503.42,Strong,243.71,6702.07,6.78,10,71895.0,2026-04-17
UJJIVANSFB,2026-04-17,58.73,2026-07-03,59.6,1.48,1.3,1.47,91.9,Strong,2.67,53.39,9.09,937,55030.01,2026-04-17
JSWSTEEL,2026-04-17,1240.3,2026-07-03,1230.2,-0.81,3.0,1.39,254.45,Strong,33.21,1173.87,5.36,75,93022.5,2026-04-17
ASTRAL,2026-04-17,1605.0,2026-07-03,1385.0,-13.71,-0.1,1.59,135.02,Strong,72.18,1460.64,8.99,34,54570.0,2026-04-17
FORCEMOT,2026-04-17,22378.0,2026-07-03,18804.0,-15.97,0.7,1.48,279.92,Strong,1163.07,20051.86,10.39,2,44756.0,2026-04-17
CUB,2026-04-21,198.7,2026-07-03,216.76,9.09,0.6,1.56,87.21,Strong,8.47,181.76,8.52,295,58615.76,2026-04-21
GAEL,2026-04-21,156.18,2026-07-03,164.52,5.34,12.2,1.43,13.8,Strong,6.43,143.33,8.23,389,60754.02,2026-04-21
UJJIVANSFB,2026-04-21,58.56,2026-07-03,59.6,1.78,1.4,1.33,87.75,Strong,2.55,53.45,8.72,979,57330.24,2026-04-21
BAJAJ-AUTO,2026-04-21,9793.0,2026-07-03,9785.5,-0.08,3.1,1.44,371.38,Strong,241.79,9309.43,4.94,10,97930.0,2026-04-21
TITAN,2026-04-21,4479.7,2026-07-03,4461.1,-0.42,6.0,1.65,595.71,Strong,127.57,4224.56,5.7,19,85114.3,2026-04-21
SARDAEN,2026-04-21,573.9,2026-07-03,508.0,-11.48,8.2,1.67,42.81,Strong,19.76,534.39,6.89,126,72311.4,2026-04-21
FORCEMOT,2026-04-21,21873.0,2026-07-03,18804.0,-14.03,-2.0,1.35,278.35,Strong,1085.71,19701.57,9.93,2,43746.0,2026-04-21
AVALON,2026-04-24,1040.65,2026-07-03,1788.3,71.84,4.4,1.63,21.66,Strong,51.69,937.28,9.93,48,49951.2,2026-04-24
RRKABEL,2026-04-24,1442.4,2026-07-03,2343.3,62.46,1.5,1.45,30.98,Strong,50.85,1340.7,7.05,49,70677.6,2026-04-24
NAM-INDIA,2026-04-24,979.35,2026-07-03,1218.2,24.39,7.7,2.01,128.14,Strong,44.76,889.83,9.14,55,53864.25,2026-04-24
SHRIPISTON,2026-04-24,3478.7,2026-07-03,4197.5,20.66,10.5,1.44,38.7,Strong,166.94,3144.83,9.6,14,48701.8,2026-04-24
ADANIPORTS,2026-04-24,1585.1,2026-07-03,1874.2,18.24,7.8,1.51,531.83,Strong,46.35,1492.4,5.85,53,84010.3,2026-04-24
SONACOMS,2026-04-24,564.85,2026-07-03,660.1,16.86,7.1,1.49,142.45,Strong,21.31,522.22,7.55,117,66087.45,2026-04-24
CUB,2026-04-24,196.88,2026-07-03,216.76,10.1,0.3,1.46,92.33,Strong,7.21,182.46,7.32,346,68121.35,2026-04-24
NAM-INDIA,2026-04-28,1023.25,2026-07-03,1218.2,19.05,12.1,2.08,146.4,Strong,48.39,926.46,9.46,51,52185.75,2026-04-28
ADANIPORTS,2026-04-28,1637.6,2026-07-03,1874.2,14.45,11.2,1.4,549.33,Strong,47.99,1541.61,5.86,52,85155.2,2026-04-28
UJJIVANSFB,2026-04-28,56.07,2026-07-03,59.6,6.3,-1.8,1.3,81.77,Strong,1.94,52.2,6.91,1291,72386.37,2026-04-28
TMB,2026-04-28,738.55,2026-07-03,778.65,5.43,14.2,4.32,55.19,Strong,33.97,670.6,9.2,73,53914.15,2026-04-28
CUB,2026-04-28,206.74,2026-07-03,216.76,4.85,5.5,2.07,108.85,Strong,7.91,190.91,7.66,315,65122.31,2026-04-28
JSWSTEEL,2026-04-28,1281.6,2026-07-03,1230.2,-4.01,5.9,1.33,284.16,Strong,31.79,1218.03,4.96,78,99964.8,2026-04-28
INDUSTOWER,2026-04-28,413.95,2026-07-03,383.3,-7.4,-5.5,1.73,257.89,Strong,12.51,388.93,6.04,199,82376.05,2026-04-28
RRKABEL,2026-05-01,1571.0,2026-07-03,2343.3,49.16,9.4,2.51,62.76,Strong,59.76,1451.47,7.61,41,64411.0,2026-05-01
NAVINFLUOR,2026-05-01,6821.0,2026-07-03,7552.5,10.72,8.2,2.72,192.83,Strong,207.64,6405.71,6.09,12,81852.0,2026-05-01
GRAPHITE,2026-05-01,707.1,2026-07-03,627.8,-11.21,6.1,1.47,143.49,Strong,29.23,648.65,8.27,85,60103.5,2026-05-01
TMB,2026-05-05,728.55,2026-07-03,778.65,6.88,11.4,4.83,59.12,Strong,31.36,665.82,8.61,79,57555.45,2026-05-05
CIEINDIA,2026-05-05,482.85,2026-07-03,471.05,-2.44,3.1,2.4,40.54,Strong,18.68,445.49,7.74,133,64219.05,2026-05-05
ANURAS,2026-05-05,1359.3,2026-07-03,1269.9,-6.58,6.5,1.34,33.57,Strong,39.54,1280.21,5.82,63,85635.9,2026-05-05
NAVINFLUOR,2026-05-08,7041.5,2026-07-03,7552.5,7.26,10.6,2.77,227.5,Strong,191.46,6658.57,5.44,13,91539.5,2026-05-08
TMB,2026-05-08,730.15,2026-07-03,778.65,6.64,11.1,5.29,60.16,Strong,32.77,664.61,8.98,76,55491.4,2026-05-08
APLAPOLLO,2026-05-08,1948.6,2026-07-03,1788.0,-8.24,-3.7,1.31,159.36,Strong,58.96,1830.69,6.05,42,81841.2,2026-05-08
NAVINFLUOR,2026-05-12,6950.5,2026-07-03,7552.5,8.66,8.8,2.44,226.31,Strong,183.18,6584.14,5.27,13,90356.5,2026-05-12
UJJIVANSFB,2026-05-12,57.25,2026-07-03,59.6,4.1,1.1,1.48,112.34,Strong,2.23,52.78,7.8,1119,64062.75,2026-05-12
IPCALAB,2026-05-15,1605.0,2026-07-03,1778.9,10.83,5.6,1.75,45.02,Strong,47.54,1509.91,5.92,52,83460.0,2026-05-15
TITAN,2026-05-15,4169.1,2026-07-03,4461.1,7.0,-2.1,2.06,632.44,Strong,129.74,3909.63,6.22,19,79212.9,2026-05-15
AJANTPHARM,2026-05-15,3177.2,2026-07-03,3326.3,4.69,9.3,2.21,41.84,Strong,92.09,2993.03,5.8,27,85784.4,2026-05-15
KARURVYSYA,2026-05-15,299.05,2026-07-03,291.8,-2.42,3.2,1.31,111.8,Strong,11.14,276.78,7.45,224,66987.2,2026-05-15
OIL,2026-05-15,518.3,2026-07-03,422.1,-18.56,8.8,1.46,337.62,Strong,17.11,484.09,6.6,146,75671.8,2026-05-15
IPCALAB,2026-05-19,1656.2,2026-07-03,1778.9,7.41,8.5,1.99,49.66,Strong,49.54,1557.11,5.98,50,82810.0,2026-05-19
AJANTPHARM,2026-05-19,3248.2,2026-07-03,3326.3,2.4,11.3,2.24,43.8,Strong,97.34,3053.51,5.99,25,81205.0,2026-05-19
INDUSTOWER,2026-05-19,430.7,2026-07-03,383.3,-11.01,2.0,1.57,303.42,Strong,12.24,406.22,5.68,204,87862.8,2026-05-19
THANGAMAYL,2026-05-22,3817.3,2026-07-03,6159.5,61.36,0.7,2.31,58.9,Strong,234.76,3347.77,12.3,10,38173.0,2026-05-22
IPCALAB,2026-05-22,1602.1,2026-07-03,1778.9,11.04,4.4,1.91,48.51,Strong,51.06,1499.99,6.37,48,76900.8,2026-05-22
ABB,2026-05-22,6689.5,2026-07-03,6950.5,3.9,0.4,1.51,317.6,Strong,240.82,6207.86,7.2,10,66895.0,2026-05-22
OIL,2026-05-22,499.75,2026-07-03,422.1,-15.54,4.4,1.4,315.42,Strong,15.55,468.66,6.22,160,79960.0,2026-05-22
THANGAMAYL,2026-05-26,3805.2,2026-07-03,6159.5,61.87,0.2,1.87,58.18,Strong,235.49,3334.23,12.38,10,38052.0,2026-05-26
GPIL,2026-05-26,285.4,2026-07-03,254.5,-10.83,-0.1,2.81,152.54,Strong,11.53,262.35,8.08,216,61646.4,2026-05-26
ANANDRATHI,2026-05-29,1725.35,2026-07-03,2061.7,19.49,-0.1,1.81,133.97,Strong,40.56,1644.23,4.7,61,105246.35,2026-05-29
FEDERALBNK,2026-05-29,288.95,2026-07-03,327.4,13.31,2.0,3.37,549.56,Strong,6.46,276.03,4.47,386,111534.7,2026-05-29
GPIL,2026-05-29,288.05,2026-07-03,254.5,-11.65,0.3,2.9,152.53,Strong,11.11,265.82,7.72,224,64523.2,2026-05-29
NATIONALUM,2026-05-29,424.45,2026-07-03,347.6,-18.11,4.2,1.42,525.66,Strong,12.6,399.25,5.94,198,84041.1,2026-05-29
ANANDRATHI,2026-06-02,1769.65,2026-07-03,2061.7,16.5,2.0,2.4,159.81,Strong,40.05,1689.56,4.53,62,109718.3,2026-06-02
FEDERALBNK,2026-06-02,293.05,2026-07-03,327.4,11.72,3.1,3.4,551.33,Strong,6.26,280.53,4.27,399,116926.95,2026-06-02
NATIONALUM,2026-06-02,434.4,2026-07-03,347.6,-19.98,6.2,1.53,523.18,Strong,12.62,409.15,5.81,198,86011.2,2026-06-02
ANANDRATHI,2026-06-05,1753.3,2026-07-03,2061.7,17.59,0.1,2.11,158.98,Strong,46.12,1661.06,5.26,54,94678.2,2026-06-05
NATIONALUM,2026-06-05,395.7,2026-07-03,347.6,-12.16,-4.0,1.86,555.39,Strong,14.1,367.49,7.13,177,70038.9,2026-06-05
ANANDRATHI,2026-06-09,1730.7,2026-07-03,2061.7,19.13,-1.8,2.16,151.39,Strong,47.03,1636.64,5.43,53,91727.1,2026-06-09
IPCALAB,2026-06-09,1634.0,2026-07-03,1778.9,8.87,6.0,1.39,58.13,Strong,55.02,1523.96,6.73,45,73530.0,2026-06-09
CCL,2026-06-09,1149.1,2026-07-03,1173.0,2.08,4.2,2.83,57.83,Strong,39.67,1069.76,6.9,63,72393.3,2026-06-09
INDIANB,2026-06-09,874.95,2026-07-03,798.95,-8.69,0.7,2.26,320.98,Strong,22.48,830.0,5.14,111,97119.45,2026-06-09
AXISCADES,2026-06-09,1935.5,2026-07-03,1648.8,-14.81,2.5,1.56,35.27,Strong,98.26,1738.97,10.15,25,48387.5,2026-06-09
CCL,2026-06-12,1129.3,2026-07-03,1173.0,3.87,1.9,4.15,77.43,Strong,44.26,1040.77,7.84,56,63240.8,2026-06-12
NMDC,2026-06-12,90.93,2026-07-03,85.4,-6.08,2.1,1.79,276.89,Strong,2.96,85.02,6.5,845,76835.85,2026-06-12
AXISCADES,2026-06-12,1947.6,2026-07-03,1648.8,-15.34,1.9,1.93,36.5,Strong,100.31,1746.99,10.3,24,46742.4,2026-06-12
SCHNEIDER,2026-06-16,1181.4,2026-07-03,1481.6,25.41,-0.7,4.2,64.75,Strong,64.64,1052.11,10.94,38,44893.2,2026-06-16
CCL,2026-06-16,1121.0,2026-07-03,1173.0,4.64,1.1,4.27,78.94,Strong,45.34,1030.33,8.09,55,61655.0,2026-06-16
AARTIIND,2026-06-16,496.7,2026-07-03,487.7,-1.81,6.4,2.2,78.65,Strong,17.57,461.56,7.07,142,70531.4,2026-06-16
AXISCADES,2026-06-16,1825.3,2026-07-03,1648.8,-9.67,-5.0,2.29,37.61,Strong,99.94,1625.43,10.95,25,45632.5,2026-06-16
CCL,2026-06-19,1137.3,2026-07-03,1173.0,3.14,2.5,5.02,77.96,Strong,47.88,1041.54,8.42,52,59139.6,2026-06-19
NLCINDIA,2026-06-19,321.7,2026-07-03,313.5,-2.55,-0.6,1.49,275.45,Strong,12.28,297.14,7.63,203,65305.1,2026-06-19
HINDALCO,2026-06-19,1010.0,2026-07-03,953.2,-5.62,-4.7,1.47,725.78,Strong,31.69,946.61,6.28,78,78780.0,2026-06-19
AARTIIND,2026-06-23,473.6,2026-07-03,487.7,2.98,0.1,2.46,81.77,Strong,17.98,437.64,7.59,139,65830.4,2026-06-23
CCL,2026-06-23,1159.4,2026-07-03,1173.0,1.17,4.2,1.54,84.45,Strong,51.24,1056.93,8.84,48,55651.2,2026-06-23
TIMKEN,2026-06-23,3767.1,2026-07-03,3401.2,-9.71,5.7,1.41,23.44,Strong,115.24,3536.63,6.12,21,79109.1,2026-06-23
ZFCVINDIA,2026-06-23,2681.0,2026-07-03,2416.4,-9.87,9.0,1.9,32.8,Strong,78.92,2523.17,5.89,31,83111.0,2026-06-23
SCHNEIDER,2026-06-26,1335.3,2026-07-03,1481.6,10.96,7.1,1.98,83.9,Strong,67.23,1200.84,10.07,37,49406.1,2026-06-26
SHRIPISTON,2026-06-26,4033.0,2026-07-03,4197.5,4.08,14.5,1.46,27.8,Strong,130.35,3772.3,6.46,19,76627.0,2026-06-26
TIMKEN,2026-06-26,3653.7,2026-07-03,3401.2,-6.91,2.2,1.48,24.18,Strong,106.49,3440.71,5.83,23,84035.1,2026-06-26
ZFCVINDIA,2026-06-26,2616.0,2026-07-03,2416.4,-7.63,5.7,2.86,44.21,Strong,103.82,2408.36,7.94,24,62784.0,2026-06-26
SCHNEIDER,2026-06-30,1360.2,2026-07-03,1481.6,8.93,7.9,1.87,97.34,Strong,76.56,1207.07,11.26,32,43526.4,2026-06-30
ABCAPITAL,2026-06-30,391.95,2026-07-03,401.25,2.37,9.0,1.33,156.43,Strong,10.74,370.47,5.48,232,90932.4,2026-06-30
AUBANK,2026-06-30,1037.05,2026-07-03,1058.4,2.06,2.8,1.31,221.74,Strong,28.8,979.44,5.55,86,89186.3,2026-06-30
